word,count,pos,neg
tierra,114,92,6
douc,116,88,9
crop,519,363,98
recal,4699,2908,847
smelli,794,263,405
disturb,1211,374,591
piqu,273,190,17
molson,115,60,28
revers,1278,780,307
conduct,378,140,179
model,1348,724,367
excellentmi,108,87,6
anna,360,278,56
decenc,237,36,183
quiet,14700,10373,1665
walkabl,165,119,23
melissa,589,412,103
angu,2429,1631,368
cylind,196,145,30
tingl,360,270,46
shove,1439,517,705
becam,6268,2907,2160
devast,225,141,56
categori,2466,1495,454
einem,3898,2197,923
baba,2166,1588,244
remaind,774,324,335
sneer,134,28,81
porcini,543,408,53
athlet,279,185,45
revisit,2156,1259,487
julien,325,215,57
coop,275,193,43
hammer,719,415,191
earli,29917,20002,5047
effortlessli,149,131,5
tequilla,119,79,20
cring,484,208,184
total,51174,28377,15323
scam,726,75,593
astor,619,250,198
madelin,164,97,23
olmst,185,133,35
puke,790,138,563
miscommun,497,167,238
nonvegetarian,296,212,41
veteran,800,522,196
ugli,1488,521,656
terrif,6903,5965,362
dotti,196,138,19
eta,105,30,64
sweeter,2223,1566,190
calendar,331,211,69
hor,374,261,64
rosita,185,116,41
revit,175,133,16
pain,6798,3110,2342
aunt,2178,1322,468
green,67834,46439,10553
amazebal,516,478,12
scatter,1266,593,381
bit,169007,101715,24022
injustic,102,60,30
sheesh,264,99,113
tantan,155,130,6
dort,2888,1650,755
moneyth,156,60,61
boa,540,315,131
soya,584,292,144
lipton,126,50,52
parsnip,496,375,56
spice,37236,26097,5059
central,5062,3494,718
dashi,260,190,26
rambuncti,111,81,17
crescent,435,310,55
overstaf,117,28,56
empti,34449,11807,15967
tanya,130,107,15
caketh,118,77,21
listth,148,104,25
tag,4776,2187,1452
al,14232,8930,2785
ringer,123,79,23
tre,2573,1796,297
saturday,39628,24141,8557
restuar,874,501,220
splendid,675,572,33
ju,2597,1616,511
u,11737,6513,3641
blew,3313,2321,521
pizooki,343,247,52
flavorw,130,81,22
excruciatingli,139,34,75
springrol,220,115,53
protip,218,171,14
forego,231,134,49
carbon,926,477,307
wc,192,87,44
hiro,381,305,50
cumin,1027,656,177
sacramento,142,97,23
faygo,122,112,3
sissi,109,86,9
pic,4573,2861,964
courtesi,1440,581,645
goodth,4142,2643,621
elbow,1389,728,358
wahoo,346,217,76
ny,11064,7500,1937
xs,754,372,254
focus,2796,1618,641
cappuccino,3477,2383,530
he,13337,8112,3673
buca,884,394,316
iceberg,2490,932,1003
cheep,204,112,60
remain,6273,3337,1835
sabor,317,238,39
invas,171,111,30
tglich,110,85,10
por,388,245,108
section,15801,8686,3754
experienc,11760,5582,4658
wchicken,122,79,23
dave,2708,1710,599
tshirt,1638,1012,358
amongst,3077,1916,628
evoo,289,218,26
themit,111,57,31
dia,160,118,21
obligatori,526,297,87
blanch,496,328,84
wicker,109,67,20
aloud,139,53,65
toiletri,115,60,34
entireti,286,162,86
mandu,192,141,19
suggest,41909,28341,7457
potato,99718,64376,17737
absolut,67718,50006,12602
redskin,108,75,20
digestif,140,115,9
richest,145,117,6
headi,118,85,16
rey,431,341,49
jacket,1384,701,417
vine,793,526,142
today,44176,24126,14031
somit,193,98,51
thou,346,178,90
bamboo,1856,1171,312
zoom,143,70,47
haw,197,121,39
chestnut,839,541,164
rosco,361,249,39
monsieur,525,401,54
princip,428,233,115
monarch,253,212,20
jim,1291,899,228
shochu,121,103,7
glasgow,159,114,15
caraf,1262,801,247
taipei,144,89,28
bff,598,417,98
lassen,553,298,150
penguin,497,274,140
iron,4940,2971,1079
walkup,216,129,35
obscen,513,232,189
saveur,430,314,44
expectationsth,104,62,20
swoon,284,239,16
constitut,310,155,96
choos,37295,26364,4837
bishop,103,68,16
innov,2156,1586,229
carnivor,2066,1684,121
urban,2482,1719,333
repli,4836,802,3466
shepherd,1126,750,190
lisa,1095,830,137
hollow,352,191,93
lj,118,53,45
jolli,396,259,76
flow,3392,2236,580
canyon,860,597,123
garden,10058,6083,2217
ensur,4152,2826,850
broiler,302,140,103
leafi,453,303,71
tryi,448,284,77
fagioli,212,137,29
ehhh,410,95,162
emptyth,123,57,45
yorker,1307,903,239
pebbl,267,180,53
greek,17921,12668,2725
melros,131,89,17
cordon,481,325,81
fare,11428,6900,1745
wither,115,49,46
prevail,125,78,27
maggi,423,323,48
erica,269,207,38
gefhlt,154,94,37
bo,2326,1462,463
hubbi,13880,9574,2054
heidi,196,136,36
hurray,116,83,16
rattlesnak,168,98,32
lindsay,209,168,26
sourc,3072,2274,417
greatso,103,63,15
sptzle,543,310,121
laffa,298,188,55
hilton,1117,550,355
schmear,134,87,25
fiver,126,85,16
reassur,621,324,201
shu,988,605,196
berhaupt,350,125,157
squeak,190,113,46
retract,141,78,44
platform,340,215,63
accident,2368,1314,700
patria,115,85,16
aiello,246,172,27
reel,237,150,49
deplor,264,22,217
concess,288,111,115
prochain,159,123,12
china,5462,3385,1166
yearsth,149,92,30
legum,327,274,24
variou,9965,6880,1329
cattl,427,198,171
lautr,111,53,28
duckworth,236,159,49
roka,236,173,31
sucr,355,265,27
einer,2712,1535,663
lieblo,155,16,103
utah,409,297,58
tgifriday,140,41,64
rapport,435,278,68
immigr,299,195,60
mansion,555,413,74
flavormi,110,69,21
darl,418,308,56
einfach,2354,1497,535
firecrack,647,470,84
dam,926,683,142
malaysian,1168,790,136
lat,123,75,25
chx,119,64,31
doorbel,126,54,53
bruchetta,423,314,44
deer,874,499,226
fourstar,192,103,22
multicolor,120,81,20
medicor,148,11,98
if,20935,12954,4535
whelm,219,86,69
speechless,438,283,132
brunchlunch,244,179,24
schmanci,164,112,23
selon,167,116,21
contemporari,2048,1558,164
torito,177,102,35
endiv,455,335,52
flamb,247,182,25
nutshel,426,181,153
revolutionari,109,64,17
fab,1335,1106,68
timethey,180,119,27
coeur,191,164,6
placeiv,152,114,25
loca,180,109,44
halfhour,128,65,44
klein,1773,1179,265
structur,1143,659,239
picanha,167,116,30
japonai,203,143,32
paymon,233,155,35
flyer,844,383,362
conclus,2000,809,696
wax,698,373,183
boudin,239,180,15
nib,101,76,8
decorambi,112,67,21
european,2234,1681,235
footlong,439,220,136
distast,301,70,179
radic,106,64,20
neu,205,133,34
yoshi,209,140,35
thr,252,139,82
indiana,257,182,36
tldr,529,246,175
wfri,154,92,19
lamm,133,98,17
nov,313,161,106
hank,293,212,45
tailgat,252,149,58
locallyown,113,79,19
dine,99846,63614,20235
lexprienc,138,68,30
richtung,112,66,24
nchsten,302,199,52
crash,634,322,194
miko,146,114,17
yasu,334,252,61
welldecor,124,92,14
coloni,184,121,33
thincrust,277,197,27
comptoir,292,210,22
cowork,13484,7344,3683
bonu,6941,5608,419
excalibur,522,252,148
escargot,2375,1747,258
dhte,240,169,24
daisi,208,150,25
poultri,426,280,82
hock,276,191,39
interestingli,584,343,112
broken,4488,1513,2177
trinket,208,150,22
ts,305,176,64
rais,6783,3769,1866
etoufe,165,118,19
versa,273,150,67
sukhothai,118,87,16
sexi,2360,1839,190
bww,872,359,363
tostado,162,112,25
homecook,554,453,32
held,4315,2599,1055
itnot,228,123,67
rama,221,148,30
whoop,375,209,98
mozzerella,315,202,64
barrestaur,833,504,152
ell,654,324,186
incorrectli,887,183,590
harp,313,188,62
haji,191,117,30
aji,524,383,72
flagstaff,226,170,39
moul,399,274,55
marigold,208,144,37
luau,172,113,25
smush,129,49,41
redirect,106,38,55
mojo,507,367,70
theatric,110,66,17
rigatoni,1833,1250,313
curv,479,301,75
essenc,1043,678,199
regard,5183,2483,1708
becasu,132,70,49
phenomen,11507,10295,464
noi,186,68,88
ka,982,686,149
sworn,290,143,94
both,7117,4894,1164
carrabba,352,199,104
weekth,210,156,24
colour,2152,1199,502
jarrito,191,151,15
xlb,255,125,60
yucca,781,611,74
capicola,248,182,32
attentiveth,227,150,34
gaucho,591,492,59
tikka,4304,3016,672
jones,293,174,51
heath,167,102,38
busiest,841,525,178
friesth,514,284,103
inordin,138,41,65
assembl,1768,890,519
hunt,2649,1416,710
gyoza,3521,2326,551
whop,651,236,296
patienc,2062,1111,592
unapologet,574,81,439
lifelong,160,117,28
belgian,2106,1488,261
unkempt,170,33,114
choo,194,150,21
fumbl,226,79,112
norwegian,109,71,18
bien,3334,2302,342
chasu,356,242,32
timea,180,116,33
ika,215,154,28
wonderland,340,248,33
calient,195,133,24
royalti,671,594,42
correspond,191,104,46
stuffi,1970,1392,288
pc,1751,977,450
slob,130,69,38
hyatt,329,191,87
nami,273,221,23
chaleureux,262,223,10
crisper,281,150,62
gemischten,105,70,17
ale,5566,4014,629
undrink,256,34,162
hnlich,123,58,37
hatr,118,53,48
buritto,111,74,19
dimsum,1410,761,298
nothin,250,120,70
span,731,405,196
caterpillar,435,285,84
preselect,116,65,25
cooler,3089,2047,565
tott,141,105,25
ate,57474,33028,15693
tonkotsu,1923,1320,210
visa,444,148,191
zuppa,164,111,25
gambl,3713,2038,969
besetzt,160,81,40
milk,18457,11893,3255
yummmm,445,417,6
kaffe,558,311,137
deaf,283,66,160
membership,502,341,87
substanti,2198,1326,390
prison,417,135,238
snuck,398,296,55
taient,736,411,129
yukon,584,441,55
hotel,35280,19845,8960
disgrac,524,26,461
ahhh,468,342,61
closest,4864,2965,1095
lactos,705,449,155
coronado,337,249,47
inappropri,928,222,556
proscuitto,602,424,74
discreet,138,95,29
tope,146,102,32
dori,186,142,11
javier,503,347,113
chix,569,354,111
overhaul,410,111,228
dailleur,117,92,9
mission,2234,1575,338
taint,383,102,185
dread,1244,426,585
tempranillo,107,81,10
mater,112,73,22
vegeterian,102,72,14
tablewar,119,58,41
shoutout,389,337,16
manchurian,748,499,136
nonpretenti,132,115,2
cashonli,177,117,27
sophia,172,129,22
avaient,114,50,27
starti,107,52,34
prep,3290,1618,1081
yunnan,135,73,30
gutem,197,138,23
inconvenienc,559,67,390
taiwan,618,435,84
yanke,235,166,37
dinuguan,167,104,25
theyv,11690,7479,2244
schnell,1587,1001,268
mixin,127,87,16
prais,2418,1659,437
me,107819,56248,30316
hybrid,470,294,73
commiss,171,80,63
leut,504,262,148
unexpectedli,807,591,90
nutrient,163,124,25
moodi,317,176,84
pale,1925,1066,482
dogfriendli,204,159,20
signifi,103,61,25
para,389,255,93
erwartet,333,168,83
daal,407,257,78
java,480,336,75
morei,438,286,76
solon,246,163,52
mouth,31777,23030,5421
sondern,721,416,177
complain,23024,9837,9347
marina,242,151,59
photograph,856,567,150
rustica,252,166,52
buckl,174,114,35
creatur,653,475,88
stil,215,128,42
roma,982,628,193
month,33368,20484,8462
yet,47566,30420,10434
portofino,248,164,42
dmv,165,79,65
canva,177,134,22
yummmi,149,138,3
creperi,290,204,32
wellmad,413,300,33
impend,111,73,19
bleiben,127,62,43
darker,829,498,154
togarashi,112,76,11
violent,441,59,355
snobbish,218,102,69
ssam,129,75,15
chrysanthemum,138,91,19
horizont,113,52,46
faulti,111,32,61
grandma,3320,2411,490
sync,164,96,38
journ,172,130,11
desper,2682,877,1238
fought,374,225,112
droit,106,65,20
parkplatz,127,88,17
inferior,461,174,197
soggi,18099,5168,9165
doin,153,111,25
gabriel,269,192,38
tickl,573,421,50
sizabl,699,467,81
superfriendli,281,236,10
kangaroo,258,186,23
amir,113,69,33
komol,320,231,31
merlot,940,673,123
haggi,831,662,49
dispens,1429,637,522
sw,1003,626,187
paprikash,326,216,51
traditionnel,166,130,12
harshli,123,45,46
flood,561,311,148
placey,154,119,18
titan,143,93,26
fatburg,655,332,180
cupcak,5153,3605,768
snot,185,48,109
slightest,839,428,306
wineth,175,110,35
grain,3104,1928,601
wellif,179,139,18
xeo,234,160,34
brows,1471,1023,201
fast,77487,54171,11110
heartburn,331,145,124
subtl,3128,2394,241
exercis,579,346,124
pinbal,450,368,26
nu,109,58,38
fuzzi,653,407,148
glorious,106,89,3
ossobuco,132,83,20
brent,114,86,15
japanes,23951,16383,3594
eeri,115,49,34
shishito,684,544,61
attic,114,88,9
downgrad,669,168,278
cheeri,850,630,89
cher,763,448,132
trooper,107,68,21
specialist,124,80,29
olivi,161,152,4
paladar,111,72,24
wast,18437,3683,12920
greatoveral,110,74,13
hooker,288,135,94
sushisamba,188,151,22
scampi,1699,1086,341
nofril,449,319,44
jalepeno,1259,886,179
sollten,173,59,67
iffi,797,470,152
reinforc,245,134,69
overhead,918,508,213
marcello,105,60,34
flag,7399,1565,4271
surcharg,450,176,174
nightlif,536,362,91
revolt,212,35,150
uniform,1547,726,502
remedi,1053,527,351
crutch,111,51,51
peak,6001,4190,843
stroganoff,618,442,91
susan,554,400,79
plate,112557,62813,30556
puddl,634,181,339
firmer,173,109,19
net,635,220,285
charbroil,648,440,91
murphi,636,418,122
optionsi,219,143,30
jewelri,316,210,52
ian,524,395,61
ill,74825,41176,18350
loblaw,169,67,67
timefood,109,63,23
chanc,25067,12539,8146
foodcourt,186,91,48
apologis,159,41,86
imposs,4836,2048,1856
hiphop,375,221,62
chino,627,449,80
overeat,156,124,8
ppp,119,73,17
klass,487,416,28
dint,134,61,42
amiabl,188,137,22
wingsth,157,91,26
startl,193,98,57
queu,128,64,43
distinguish,884,416,241
catherin,344,258,48
cv,220,111,56
unsatisfactori,241,38,181
cha,1773,1173,250
kennt,139,76,40
cowfish,417,322,41
lip,1661,1010,388
program,1889,1260,340
maintain,3062,1967,596
soooooooo,346,271,53
zin,260,170,43
sherri,699,530,79
korea,1213,866,164
nononsens,187,157,6
overcom,475,199,173
napkin,9178,3209,4304
spotlight,238,151,40
ahh,534,358,78
dy,414,247,86
tribe,137,104,19
slicer,169,94,59
art,9802,7593,931
braddah,208,177,12
mindblow,843,503,74
bechamel,351,229,47
formul,151,91,24
rebecca,263,180,69
graffiti,462,304,81
placeit,565,379,96
simon,641,447,97
person,92340,52759,24295
thoughservic,131,65,26
spout,279,148,82
tablecloth,1000,613,208
optionth,120,58,25
trudg,112,52,45
kebab,3279,2239,467
fu,1034,685,226
themthey,141,86,34
numer,5468,3227,1477
foie,9122,7160,814
colder,765,379,216
modif,432,253,102
critiqu,1008,690,161
eccentr,281,193,39
bandwagon,201,115,45
mouthfeel,186,123,29
co,3120,1838,789
beatl,270,183,45
edc,268,180,54
prepar,48695,32988,8665
page,4256,2450,1089
againit,189,92,59
monoton,246,75,110
standup,105,69,19
blackjack,688,389,150
ph,936,596,156
smug,232,70,138
crape,149,120,20
hanger,1255,900,177
heritag,848,615,124
chou,170,105,23
alright,12938,3524,4079
embed,222,119,68
norm,2348,1365,497
almighti,113,67,29
partth,153,93,32
annex,535,332,88
wellthey,193,150,19
prsent,228,167,22
forgot,20266,8207,8454
strateg,416,279,56
backif,126,62,39
boob,384,168,136
agreeabl,193,116,35
fin,1590,1073,264
rapid,1017,689,112
ding,1331,845,256
catsup,179,93,54
peperoni,226,129,53
bottl,33126,19600,8025
blade,159,84,50
roar,506,358,60
gra,9794,7616,922
simul,150,84,29
kahlua,362,255,35
disservic,319,197,99
maraschino,132,80,26
goat,13085,9614,1449
minneapoli,131,102,14
monorail,416,212,89
noth,108356,37082,39803
nun,797,408,216
hflich,154,86,35
bavett,219,151,27
teuer,474,191,159
leagu,965,580,213
bloat,715,444,168
wig,152,92,33
pro,5055,2710,1038
lox,1596,1040,282
unremark,1184,225,582
usit,125,67,40
redempt,293,106,130
sant,248,180,36
date,36281,26285,4677
huddl,264,95,110
heri,107,44,40
usag,167,82,47
arriv,73746,31488,29093
tr,5168,3659,579
partag,295,232,12
prsentat,166,116,11
prune,169,123,18
uninvit,299,83,166
upbeat,2274,1792,185
ted,574,421,81
cheba,215,158,36
disadvantag,113,68,21
improv,14179,6241,4005
anytim,6396,3273,1939
owe,1190,610,464
twice,34998,19264,10424
mississippi,313,249,41
transcend,231,181,17
dirt,1747,752,719
concierg,1007,624,256
ritter,145,91,16
mart,311,173,67
realllli,116,78,10
mafia,203,139,33
final,64343,26602,28165
mealmi,247,138,60
mightv,395,190,106
turkey,20243,12844,3898
egyptian,212,154,34
solv,959,493,300
eingerichtet,571,419,58
caldo,188,145,23
that,172210,89854,48705
jacuzzi,142,96,23
lie,6169,2467,2877
cuit,363,197,89
variant,291,187,42
wellso,122,65,25
constantli,6983,4115,1698
starsit,157,82,24
nitti,149,73,45
tonkatsu,1911,1344,238
preciou,651,352,192
score,4764,2972,860
unfamiliar,881,558,177
bula,153,93,32
issu,26939,11165,10102
sambalatt,253,197,20
significantli,1629,617,610
toqu,138,96,17
reisl,152,116,14
drinnen,232,141,39
scribbl,164,60,68
dealership,190,125,35
kindof,110,62,22
accueil,253,199,20
rick,808,575,120
trinkgeld,110,32,52
swamp,694,344,216
mealsi,116,74,17
along,30895,20783,5184
atm,1652,934,414
food,1189157,689403,305797
restaurantfood,110,54,30
sixth,256,157,67
profan,221,52,141
tbh,298,162,69
austin,931,686,137
pakora,1648,1102,272
bash,549,254,192
timesi,242,133,59
thenth,116,62,34
huuuug,115,100,6
strictli,1493,784,371
insult,2833,328,2254
vrai,308,241,28
victori,308,204,43
besid,12118,6484,3295
mot,144,84,33
geek,299,214,34
mezz,267,209,16
quid,118,66,24
downtoearth,265,227,10
basi,3425,2356,537
tarragon,355,278,32
flare,1008,691,132
exposur,270,160,59
barlik,118,76,14
thru,9694,4228,4185
out,94005,51617,26588
ganach,633,483,55
letter,1098,495,434
grant,4271,2041,1320
upscal,10333,6847,1500
cronut,251,187,29
prick,195,71,101
latino,408,268,97
say,203305,105185,63420
fresher,1758,1014,374
redeem,3299,845,1814
bet,5794,3308,1344
berg,134,63,49
ban,835,474,216
shish,1046,773,124
hangar,405,304,44
hashbrown,2187,1261,498
semblanc,168,36,101
tack,483,182,204
broadview,171,112,29
vastli,419,177,150
ent,191,120,39
deflat,190,57,78
grouchi,207,77,74
thankyou,127,93,28
anticip,3872,2146,953
shio,496,329,71
pier,377,255,79
timenot,104,45,43
pimento,1211,870,134
schnapp,108,71,13
quicki,299,206,36
citrusi,543,424,45
landmark,691,481,93
input,417,214,137
beefth,133,66,34
sachen,167,105,34
dock,1166,785,129
spare,2877,1623,727
fraudul,116,12,98
impressedth,247,125,69
meit,287,150,75
locationi,302,186,83
stunk,253,23,188
lotta,209,129,31
nj,593,451,77
entreeth,106,56,28
asianstyl,104,60,14
pompou,198,60,105
bodega,155,111,24
chow,7375,4412,1596
dupar,193,119,42
tech,332,203,74
cityth,161,122,11
what,28642,13423,10572
sichuan,874,662,104
amalgam,123,84,20
formula,507,290,90
spain,820,597,123
durat,323,134,126
bluefin,193,147,31
charlott,14850,11446,1826
enabl,252,163,47
roberto,2173,1211,611
count,7870,4065,2546
use,125385,61959,38987
leap,432,314,78
squeamish,109,84,15
boy,18833,12068,4274
sora,586,439,53
unus,267,83,130
lightn,457,336,38
portland,685,492,86
absurd,873,235,470
greatservic,225,159,25
dernier,106,74,12
ambienteda,130,80,23
hnj,110,79,15
misl,129,34,72
agent,320,155,103
hug,967,734,144
selfpark,134,80,26
kenzo,365,176,74
cater,9286,6294,1703
scienc,777,454,227
toasti,1171,907,100
candid,241,119,81
hone,139,90,22
fell,9308,4705,2747
kitfo,110,87,9
ripoff,779,107,561
intens,2436,1696,312
between,1673,1053,342
backthey,109,71,25
known,13244,7239,3626
northsid,232,171,27
lcd,225,135,32
buckwheat,709,505,103
